ID,Organizadora,Cargo,Ano,Materia,Assunto,Enunciado,Gabarito,URL
2941,"CEBRASPE (CESPE)","Ana (EMBRAPA)",2005,"","","Com relação a auditoria e seus conceitos gerais, julgue o item a seguir. A realização de testes mediante a adoção de técnicas de amostragem estatística permite ao auditor certificar-se definitivamente de que as demonstrações financeiras são fidedignas e estão isentas de erros.",Errado,"www.tecconcursos.com.br/questoes/1678011"
2942,"CEBRASPE (CESPE)","AUFC (TCU)",2004,"","","A respeito da utilização das técnicas e procedimentos mais apropriados nos trabalhos de auditoria, julgue o item seguinte. Uma das formas mais comuns de aplicação da técnica da observação, durante uma auditoria, é o acompanhamento da realização do inventário físico, ocasião em que o auditor pode verificar se os procedimentos que ele determinou estão sendo rigorosamente seguidos pelos responsáveis pela execução do referido levantamento.",Errado,"www.tecconcursos.com.br/questoes/2877"
2943,"CEBRASPE (CESPE)","Cont (PF)",2004,"","","Acerca dos procedimentos e técnicas de auditoria, julgue o item subseqüente. A circularização deverá ser realizada no âmbito da empresa ou órgão auditado.",Errado,"www.tecconcursos.com.br/questoes/32385"
2944,"CEBRASPE (CESPE)","Cont (PF)",2004,"","","Acerca dos procedimentos e técnicas de auditoria, julgue o item subseqüente. A verificação dos registros auxiliares proporciona a conciliação dos saldos registrados com os saldos apresentados nos documentos originais.",Certo,"www.tecconcursos.com.br/questoes/32386"
2945,"CEBRASPE (CESPE)","AJ TRT10",2004,"","","Com referência à NBCT 11, julgue o item subseqüente. Os testes substantivos se dividem em testes de transações e saldos e procedimentos de revisão analítica. O teste de transações e saldos é que indica ao auditor externo as áreas com possíveis problemas e aquelas em que podem ser reduzidos os testes detalhados.",Errado,"www.tecconcursos.com.br/questoes/111070"
2946,"CEBRASPE (CESPE)","Tec (TERRACAP)",2004,"","","Julgue o item que se segue, relativo aos procedimentos de auditoria. De acordo com a NBC-T11, os procedimentos de auditoria constituem o conjunto de técnicas que permitem ao auditor obter evidências ou provas suficientes e adequadas para fundamentar sua opinião sobre as demonstrações contábeis auditadas e abrangem os testes de observância e procedimentos de revisão analítica.",Errado,"www.tecconcursos.com.br/questoes/442629"
2947,"CEBRASPE (CESPE)","Tec (TERRACAP)",2004,"","","A aplicação dos procedimentos de auditoria deve ser realizada em razão da complexidade e do volume das operações, por meio de provas seletivas, testes e amostragens, cabendo ao auditor, com base na análise de riscos de auditoria e outros elementos de que dispuser, determinar a amplitude dos exames necessários à obtenção dos elementos de convicção que sejam válidos para o todo. Relativamente aos procedimentos técnicos básicos a serem considerados pelo auditor na aplicação dos testes, julgue o item que se segue. Investigação e confirmação correspondem à obtenção de informações junto a pessoas ou entidades conhecedoras da transação, dentro ou fora da entidade.",Certo,"www.tecconcursos.com.br/questoes/442682"
2948,"CEBRASPE (CESPE)","Tec (TERRACAP)",2004,"","","A aplicação dos procedimentos de auditoria deve ser realizada em razão da complexidade e do volume das operações, por meio de provas seletivas, testes e amostragens, cabendo ao auditor, com base na análise de riscos de auditoria e outros elementos de que dispuser, determinar a amplitude dos exames necessários à obtenção dos elementos de convicção que sejam válidos para o todo. Relativamente aos procedimentos técnicos básicos a serem considerados pelo auditor na aplicação dos testes, julgue o item que se segue. A revisão analítica deve considerar se todas as transações estão registradas pelo método das partidas dobradas e se estão em conformidade com os princípios fundamentais de contabilidade.",Errado,"www.tecconcursos.com.br/questoes/442683"
2949,"CEBRASPE (CESPE)","Tec (TERRACAP)",2004,"","","A aplicação dos procedimentos de auditoria deve ser realizada em razão da complexidade e do volume das operações, por meio de provas seletivas, testes e amostragens, cabendo ao auditor, com base na análise de riscos de auditoria e outros elementos de que dispuser, determinar a amplitude dos exames necessários à obtenção dos elementos de convicção que sejam válidos para o todo. Relativamente aos procedimentos técnicos básicos a serem considerados pelo auditor na aplicação dos testes, julgue o item que se segue. Os indicadores financeiros devem ser usados para confirmar os valores das contas e, assim, evitar erros significativos.",Errado,"www.tecconcursos.com.br/questoes/442686"
2950,"CEBRASPE (CESPE)","Tec (TERRACAP)",2004,"","","A aplicação dos procedimentos de auditoria deve ser realizada em razão da complexidade e do volume das operações, por meio de provas seletivas, testes e amostragens, cabendo ao auditor, com base na análise de riscos de auditoria e outros elementos de que dispuser, determinar a amplitude dos exames necessários à obtenção dos elementos de convicção que sejam válidos para o todo. Relativamente aos procedimentos técnicos básicos a serem considerados pelo auditor na aplicação dos testes, julgue o item que se segue. Observação é acompanhamento de processo ou de procedimento, quando de sua execução.",Certo,"www.tecconcursos.com.br/questoes/442687"
2951,"CEBRASPE (CESPE)","Aud Est (SECONT ES)",2004,"","","Julgue o item que se segue, relativo aos procedimentos de auditoria. De acordo com a NBC-T11, os procedimentos de auditoria constituem o conjunto de técnicas que permitem ao auditor obter evidências ou provas suficientes e adequadas para fundamentar sua opinião sobre as demonstrações contábeis auditadas e abrangem os testes de observância e procedimentos de revisão analítica.",Certo,"www.tecconcursos.com.br/questoes/1337903"
2952,"CEBRASPE (CESPE)","Aud Est (SECONT ES)",2004,"","","Julgue o item que se segue, relativo aos procedimentos de auditoria. Quando da auditoria das demonstrações contábeis, o auditor deve efetuar o estudo e a avaliação do sistema contábil e de controles internos da entidade, com a finalidade principal de determinar a natureza, a oportunidade e a extensão dos procedimentos de auditoria.",Certo,"www.tecconcursos.com.br/questoes/1337904"
2953,"CEBRASPE (CESPE)","Aud Est (SECONT ES)",2004,"","","A aplicação dos procedimentos de auditoria deve ser realizada em razão da complexidade e do volume das operações, por meio de provas seletivas, testes e amostragens, cabendo ao auditor, com base na análise de riscos de auditoria e outros elementos de que dispuser, determinar a amplitude dos exames necessários à obtenção dos elementos de convicção que sejam válidos para o todo. Relativamente aos procedimentos técnicos básicos a serem considerados pelo auditor na aplicação dos testes, julgue o item que se segue. A implementação é o procedimento de iniciar os trabalhos de auditoria, procedendo exames de registros e dos documentos da empresa auditada.",Errado,"www.tecconcursos.com.br/questoes/1337927"
2954,"CEBRASPE (CESPE)","Aud Est (SECONT ES)",2004,"","","A aplicação dos procedimentos de auditoria deve ser realizada em razão da complexidade e do volume das operações, por meio de provas seletivas, testes e amostragens, cabendo ao auditor, com base na análise de riscos de auditoria e outros elementos de que dispuser, determinar a amplitude dos exames necessários à obtenção dos elementos de convicção que sejam válidos para o todo. Relativamente aos procedimentos técnicos básicos a serem considerados pelo auditor na aplicação dos testes, julgue o item que se segue. A revisão analítica deve considerar se todas as transações estão registradas pelo método das partidas dobradas e se estão em conformidade com os princípios fundamentais de contabilidade.",Errado,"www.tecconcursos.com.br/questoes/1337929"
2955,"CEBRASPE (CESPE)","Aud Est (SECONT ES)",2004,"","","A aplicação dos procedimentos de auditoria deve ser realizada em razão da complexidade e do volume das operações, por meio de provas seletivas, testes e amostragens, cabendo ao auditor, com base na análise de riscos de auditoria e outros elementos de que dispuser, determinar a amplitude dos exames necessários à obtenção dos elementos de convicção que sejam válidos para o todo. Relativamente aos procedimentos técnicos básicos a serem considerados pelo auditor na aplicação dos testes, julgue o item que se segue. Os indicadores financeiros devem ser usados para confirmar os valores das contas e, assim, evitar erros significativos.",Errado,"www.tecconcursos.com.br/questoes/1337930"
2956,"CEBRASPE (CESPE)","Aud Est (SECONT ES)",2004,"","","A aplicação dos procedimentos de auditoria deve ser realizada em razão da complexidade e do volume das operações, por meio de provas seletivas, testes e amostragens, cabendo ao auditor, com base na análise de riscos de auditoria e outros elementos de que dispuser, determinar a amplitude dos exames necessários à obtenção dos elementos de convicção que sejam válidos para o todo. Relativamente aos procedimentos técnicos básicos a serem considerados pelo auditor na aplicação dos testes, julgue o item que se segue. Observação é acompanhamento de processo ou de procedimento, quando de sua execução.",Certo,"www.tecconcursos.com.br/questoes/1337931"
2957,"CEBRASPE (CESPE)","PPNS (PETROBRAS)",2004,"","","No que se refere às normas adotadas no Brasil com relação às auditorias interna e externa, bem como aos controles internos das instituições, julgue o item subseqüente. Nos procedimentos de revisão analítica, o auditor deve considerar apenas dois aspectos: 1) o objetivo dos procedimentos e o grau de confiabilidade dos resultados alcançáveis e 2) a disponibilidade de informações, sua relevância, confiabilidade e comparabilidade. Para essa finalidade específica, a natureza da entidade e o conhecimento adquirido em auditorias anteriores são irrelevantes e devem ser desconsiderados.",Errado,"www.tecconcursos.com.br/questoes/1418566"
2958,"CEBRASPE (CESPE)","Cont. (SESPA)",2004,"","","No que concerne às normas, técnicas e procedimentos de auditoria, interna e externa, adotados no Brasil, julgue o item que se segue. Quando o valor de contas a receber é expressivo e relevante em relação à posição patrimonial e financeira e ao resultado das operações, e caso seja viável e razoável tal procedimento, o auditor deve procurar obter confirmação desses valores por meio de comunicação direta com os devedores.",Certo,"www.tecconcursos.com.br/questoes/2496270"
2959,"CEBRASPE (CESPE)","Cont. (SESPA)",2004,"","","No que concerne às normas, técnicas e procedimentos de auditoria, interna e externa, adotados no Brasil, julgue o item que se segue. Na aplicação dos testes de observância e substantivos, o auditor deve considerar o procedimento denominado observação, que consiste no exame de registros, documentos e ativos tangíveis, bem como no acompanhamento do inventário físico realizado pela entidade.",Errado,"www.tecconcursos.com.br/questoes/2496273"
2960,"CEBRASPE (CESPE)","AJ TST",2003,"","","Acerca de noções de auditoria, julgue o item subseqüente. Os testes de observância visam à obtenção de razoável segurança de que os procedimentos de controle interno estabelecidos pela administração estejam em efetivo funcionamento e cumprimento.",Certo,"www.tecconcursos.com.br/questoes/69052"
2961,"CEBRASPE (CESPE)","AJ TST",2003,"","","Acerca de noções de auditoria, julgue o item subseqüente. Os testes substantivos visam à obtenção de evidência quanto aos critérios de avaliação patrimonial aplicados pela entidade.",Certo,"www.tecconcursos.com.br/questoes/69053"
2962,"CEBRASPE (CESPE)","AFRE (SEFAZ AL)",2002,"","","Acerca da auditoria das demonstrações contábeis, julgue o item a seguir. É procedimento de verificação de controles internos a avaliação do caixa pequeno, que se deve destinar apenas ao pagamento de despesas miúdas, pois é boa norma que ele não seja utilizado para pagamento de fornecedores, salários e comissões.",Certo,"www.tecconcursos.com.br/questoes/38158"
2963,"CEBRASPE (CESPE)","AFCA (SEFAZ AL)",2002,"","","A respeito das normas e práticas usuais de auditoria, julgue o seguinte item. Os testes de observância visam à obtenção de evidências quanto a suficiência, exatidão e validade dos dados produzidos pelo sistema de controle interno da entidade.",Errado,"www.tecconcursos.com.br/questoes/38569"
2964,"CEBRASPE (CESPE)","AFPS",2001,"","","No que se refere a princípios e normas de auditoria do Conselho Federal de Contabilidade, julgue o item seguinte. Os testes de transações e saldos e os procedimentos de revisão analítica fazem parte dos testes substantivos em auditoria.",Certo,"www.tecconcursos.com.br/questoes/31041"
2965,"CEBRASPE (CESPE)","AFPS",2001,"","","Julgue o item abaixo, relativo a princípios e normas de auditoria do Conselho Federal de Contabilidade. A revisão analítica é a verificação do comportamento de valores significativos, mediante índices, quocientes, quantidades absolutas, ou outros meios, com vistas à identificação de situação ou tendência atípica.",Certo,"www.tecconcursos.com.br/questoes/31049"
2966,"CEBRASPE (CESPE)","AFPS",2001,"","","Julgue o item abaixo, relativo a princípios e normas de auditoria do Conselho Federal de Contabilidade. A observação é um dos procedimentos básicos de uma auditoria, consistindo de exame de registros, documentos e ativos intangíveis.",Errado,"www.tecconcursos.com.br/questoes/31050"
2967,"CEBRASPE (CESPE)","Ana (BACEN)",2000,"","","Julgue o item que se segue, acerca dos conceitos e disposições gerais aplicáveis ao trabalho da auditoria independente, de acordo com a NBC T 11 − Normas de Auditoria Independente das Demonstrações Contábeis. Os testes substantivos visam à obtenção de razoável segurança de que os procedimentos de controle interno estabelecidos pela administração estejam em efetivo funcionamento e cumprimento.",Errado,"www.tecconcursos.com.br/questoes/58382"
2968,"CEBRASPE (CESPE)","Ana (BACEN)",2000,"","","Julgue o item a seguir, a respeito de procedimentos de auditoria. Segundo a NBC T 11, aprovada pelo CFC, inspeção, observação, investigação e confirmação, cálculo e revisão analítica são procedimentos técnicos básicos de auditoria relacionados com o planejamento de auditoria.",Errado,"www.tecconcursos.com.br/questoes/58398"
2969,"CEBRASPE (CESPE)","GAAPC (PC DF)",2025,"","","Julgue o item a seguir, em relação a evidências, risco de auditoria, amostragem, procedimentos, fraude e erro. O risco não resultante da amostragem está principalmente associado à seleção inadequada de itens na amostra, o que pode levar ao não reconhecimento de distorções ou desvios relevantes.",Errado,"www.tecconcursos.com.br/questoes/3240951"
2970,"CEBRASPE (CESPE)","GAAPC (PC DF)",2025,"","","Julgue o item a seguir, em relação a evidências, risco de auditoria, amostragem, procedimentos, fraude e erro. Uma taxa de desvio inesperadamente alta nos testes de controles resulta em um aumento no risco de distorção relevante, independentemente de outras evidências de auditoria.",Errado,"www.tecconcursos.com.br/questoes/3240955"
2971,"CEBRASPE (CESPE)","AA (ANM)",2025,"","","Em relação ao planejamento e à execução de auditoria, bem como à comunicação de seus resultados, julgue o seguinte item. A principal vantagem da amostragem estatística em auditoria é a possibilidade de ser usada uma amostra, em tamanho reduzido, da população avaliada, sem se comprometer a representatividade dos resultados.",Certo,"www.tecconcursos.com.br/questoes/3317203"
2972,"CEBRASPE (CESPE)","ARE (SEFAZ AC)",2024,"","","Ao definir uma amostra, o auditor define a distorção que pode ter o mesmo valor ou valor menor que o da materialidade na execução da auditoria, que serve para avaliar o risco de que o conjunto de distorções individualmente irrelevantes possa fazer com que as demonstrações contábeis apresentem distorções relevantes. O texto precedente trata da distorção",B,"www.tecconcursos.com.br/questoes/2924730"
2973,"CEBRASPE (CESPE)","ACE (TCE PR)",2024,"","","Ao realizar uma auditoria, um auditor dispõe de um cadastro de dez mil contratos, numerados de 1 a 10.000, contendo informações como objeto, valor, vigência, contratante, unidade da federação e data de assinatura. Para a seleção dos contratos a serem analisados, o auditor adota o seguinte procedimento: escolhe aleatoriamente um número entre 1 e 100; adiciona sucessivamente 100 unidades ao número escolhido, formando uma sequência de números inferiores a 10.000; e, finalmente, solicita à entidade auditada os contratos marcados no cadastro com os números presentes na sequência formada. O plano amostral descrito na situação hipotética precedente corresponde a uma amostra",B,"www.tecconcursos.com.br/questoes/3046930"
2974,"CEBRASPE (CESPE)","ATM (Pref Fortaleza)",2023,"","","De acordo com as Normas Brasileiras de Contabilidade e de Auditoria (NBC TA), julgue o item subsecutivo. Se o auditor não puder aplicar a um item selecionado os procedimentos de auditoria definidos ou procedimentos alternativos adequados, será facultado a ele decidir se considera esse item um desvio do controle previsto ou uma distorção.",Errado,"www.tecconcursos.com.br/questoes/2520899"
2975,"CEBRASPE (CESPE)","ATT (SEFAZ SE)",2022,"","","No que se refere à definição da amostra de auditoria, seu tamanho e escolha dos seus itens, conforme preceitua a NBC TA 530, assinale a opção correta.",C,"www.tecconcursos.com.br/questoes/1942564"
2976,"CEBRASPE (CESPE)","ATT (SEFAZ SE)",2022,"","","À divisão de uma população em subpopulações que constituam grupos de unidade de amostragem com características similares denomina-se",D,"www.tecconcursos.com.br/questoes/1942582"
2977,"CEBRASPE (CESPE)","AAAJ (DP DF)",2022,"","","Com relação aos procedimentos de auditoria, julgue o item que se segue. A estratificação da população consiste em sua divisão em grupos com características semelhantes, e pode ser utilizada pelo auditor como estratégia para a redução do tamanho da amostra.",Certo,"www.tecconcursos.com.br/questoes/1970285"
2978,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2022,"","","Com relação à utilização da amostragem estatística na atividade de auditoria interna, julgue o item subsequente. Nos testes de controle, um aumento na taxa tolerável de desvio trará como efeito um aumento no tamanho da amostra.",Errado,"www.tecconcursos.com.br/questoes/1974917"
2979,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2022,"","","Com relação à utilização da amostragem estatística na atividade de auditoria interna, julgue o item subsequente. O risco de amostragem decorre da possibilidade de as conclusões a que possa chegar o auditor interno com base na amostra selecionada divergirem das conclusões que seriam alcançadas caso toda a população fosse submetida aos mesmos procedimentos de auditoria.",Certo,"www.tecconcursos.com.br/questoes/1974918"
2980,"CEBRASPE (CESPE)","Ana (PGE RJ)",2022,"","","Considerando a busca pela eficiência e eficácia dos trabalhos da auditoria, julgue o item. A amostra por estratificação é usada quando o exame de itens de valor apresenta grande variabilidade.",Certo,"www.tecconcursos.com.br/questoes/1990156"
2981,"CEBRASPE (CESPE)","Ana (PGE RJ)",2022,"","","Considerando a busca pela eficiência e eficácia dos trabalhos da auditoria, julgue o item. A auditoria deve auditar todos os processos da organização.",Errado,"www.tecconcursos.com.br/questoes/1990158"
2982,"CEBRASPE (CESPE)","Ana (PGE RJ)",2022,"","","Considerando a busca pela eficiência e eficácia dos trabalhos da auditoria, julgue o item. Nos testes de amostragem, o objeto de estudo cresce linearmente com o tamanho da população.",Errado,"www.tecconcursos.com.br/questoes/1990160"
2983,"CEBRASPE (CESPE)","Aud Est (SECONT ES)",2022,"","","evento contábil valor em R$ Considerando os dados da tabela precedente, relativos aos empenhos do mês de março de 2022 de determinado órgão público, bem como os conceitos relacionados a noções de estatística, julgue o item subsequente. Considere-se a necessidade de análise trimestral pelo auditor e suponha-se que, no mês de janeiro, tenham ocorrido 50 empenhos e em fevereiro, 75. Nessa situação, caso a amostra estabelecida, considerado o nível de controle interno, corresponda a 36, o auditor, adotando o conceito de estratos, deverá selecionar 12 registros do mês de março.",Errado,"www.tecconcursos.com.br/questoes/2150715"
2984,"CEBRASPE (CESPE)","Aud Est (SECONT ES)",2022,"","","Acerca das Normas Brasileiras de Contabilidade de Auditoria Independente de Informação Contábil (NBC TA) 450, 500, 505, 520 e 530, julgue o item subsequente. O tamanho da amostra é um critério válido para se proceder à distinção da abordagem estatística ou não estatística de auditoria.",Errado,"www.tecconcursos.com.br/questoes/2151435"
2985,"CEBRASPE (CESPE)","Ana (APEX)",2022,"","","Com relação aos métodos de seleção de amostra,",A,"www.tecconcursos.com.br/questoes/2164307"
2986,"CEBRASPE (CESPE)","Ana (APEX)",2022,"","","O tamanho de uma amostra pode ser determinado mediante aplicação de fórmula com base em estatística ou por meio do exercício do julgamento profissional. Existem fatores que influenciam o tamanho da amostra para testes de detalhes. Assinale a opção correta que representa o efeito adequado no tamanho da amostra para o respectivo evento apresentado.",A,"www.tecconcursos.com.br/questoes/2164308"
2987,"CEBRASPE (CESPE)","AnDR (CODEVASF)",2021,"","","Determinado auditor, durante a fase de planejamento da auditoria, determinou como erro tolerável distorções de até 0,5% por contas, desde que não superiores a 1% por grupo de contas. A tabela a seguir mostra a composição do ativo circulante da empresa auditada. ativo circulante (em milhares de R$) aplicações de curto prazo Considerando essa situação hipotética e os dados fornecidos, julgue o próximo item, relativo a planejamento, erro e amostragem em auditoria. Caso o auditor encontre um desfalque de R$ 240.000 no caixa, não será possível afirmar que esse desfalque está dentro do erro esperado.",Certo,"www.tecconcursos.com.br/questoes/1504007"
2988,"CEBRASPE (CESPE)","AnDR (CODEVASF)",2021,"","","Determinado auditor, durante a fase de planejamento da auditoria, determinou como erro tolerável distorções de até 0,5% por contas, desde que não superiores a 1% por grupo de contas. A tabela a seguir mostra a composição do ativo circulante da empresa auditada. ativo circulante (em milhares de R$) aplicações de curto prazo Considerando essa situação hipotética e os dados fornecidos, julgue o próximo item, relativo a planejamento, erro e amostragem em auditoria. Considere que, na situação em apreço, o auditor, depois de ter realizado inspeção em uma amostra dos estoques, tenha admitido, incorretamente, que o saldo da conta estava relevantemente distorcido, o qual efetivamente não estava. Nesse caso, o auditor incorreu no risco de amostragem de rejeição incorreta.",Certo,"www.tecconcursos.com.br/questoes/1504010"
2989,"CEBRASPE (CESPE)","ACE (TCE RJ)",2021,"","","No que se refere ao plano de auditoria baseado em risco, julgue o item subsequente. Para que o auditor possa estabelecer o tamanho da amostra necessária à redução de risco, ele pode valer-se da amostragem não estatística com vistas a avaliar com precisão a probabilidade de erro.",Errado,"www.tecconcursos.com.br/questoes/1509607"
2990,"CEBRASPE (CESPE)","Ana (APEX)",2021,"","","De acordo com as Normas Brasileiras de Contabilidade, o método de seleção da amostra em que a quantidade de unidades de amostragem na população é dividida pelo tamanho da amostra, com vistas a estabelecer um intervalo de amostragem que servirá de guia para a seleção dos componentes da amostra, a partir de um ponto de início que pode ser determinado ao acaso, denomina-se",D,"www.tecconcursos.com.br/questoes/1628651"
2991,"CEBRASPE (CESPE)","AJ (PGDF)",2021,"","","Acerca da amostragem em auditoria, julgue o item seguinte. A seleção de itens de uma população feita de maneira direcionada por um auditor não poderá ser classificada como uma amostragem estatística.",Certo,"www.tecconcursos.com.br/questoes/1705215"
2992,"CEBRASPE (CESPE)","AJ (PGDF)",2021,"","","Acerca da amostragem em auditoria, julgue o item seguinte. Quando da realização de testes de detalhes, a obtenção de valor de distorção baixo pode levar o auditor a acreditar que uma classe de operações não está distorcida de modo relevante.",Certo,"www.tecconcursos.com.br/questoes/1705216"
2993,"CEBRASPE (CESPE)","AFRE CE",2021,"","","Considerando a Norma Técnica para Amostragem de Auditoria, julgue o item a seguir. Para estabelecer a amostra de auditoria e determinar o seu tamanho na realização de testes de controles, o auditor,considerando as características de uma população, deve fazer uma avaliação da taxa esperada de desvio com base no entendimento do auditor dos controles relevantes ou no exame de pequena quantidade de itens da população.",Certo,"www.tecconcursos.com.br/questoes/1718361"
2994,"CEBRASPE (CESPE)","AFRE CE",2021,"","","Considerando a Norma Técnica para Amostragem de Auditoria, julgue o item a seguir. Quanto mais o auditor confia em procedimentos substantivos, tais como testes de detalhes ou procedimentos analíticos substantivos, para reduzir a um nível aceitável o risco de detecção relacionado com uma população em particular, mais segurança ele precisa da amostragem e, portanto, maior pode ser o tamanho da amostra.",Errado,"www.tecconcursos.com.br/questoes/1718362"
2995,"CEBRASPE (CESPE)","AFRE CE",2021,"","","Considerando a Norma Técnica para Amostragem de Auditoria, julgue o item a seguir. Na avaliação do resultado da amostragem de auditoria, no caso de testes de detalhes, a distorção na população mais a distorção projetada, quando houver, é a melhor estimativa de distorção anômala a ser feita pelo auditor.",Errado,"www.tecconcursos.com.br/questoes/1718363"
2996,"CEBRASPE (CESPE)","AFRE CE",2021,"","","Considerando a Norma Técnica para Amostragem de Auditoria, julgue o item a seguir. Na avaliação do resultado da amostragem de auditoria, para os testes de controles, uma taxa de desvio da amostra inesperadamente alta pode levar a um aumento no risco identificado de distorção relevante.",Certo,"www.tecconcursos.com.br/questoes/1718364"
2997,"CEBRASPE (CESPE)","AFRE CE",2021,"","","Considerando a Norma Técnica para Amostragem de Auditoria, julgue o item a seguir. A eficiência da auditoria pode ser melhorada se o auditor estratificar a população dividindo-a em subpopulações distintas que tenham característica similares, sendo a população, na execução dos testes de detalhes, estratificada sempre pelo valor monetário, pois isso permite que o trabalho de auditoria possa ser direcionado para os itens de maior valor, uma vez que esses podem conter maior potencial de distorção em termos de superavaliação.",Errado,"www.tecconcursos.com.br/questoes/1718365"
2998,"CEBRASPE (CESPE)","AFRE (SEFAZ AL)",2021,"","","Julgue o item que se seguem, a respeito das normas brasileiras de contabilidade de auditoria. Ao identificar distorção em amostra de dados de determinado grupo patrimonial, o auditor, para classificar essa distorção como anomalia, deverá obter alto nível de certeza de que o conjunto de dados não é representativo para a população avaliada.",Certo,"www.tecconcursos.com.br/questoes/1790985"
2999,"CEBRASPE (CESPE)","AFRE (SEFAZ AL)",2021,"","","Julgue o item que se seguem, a respeito das normas brasileiras de contabilidade de auditoria. O auditor determina a distorção tolerável da amostra de auditoria em cada grupo patrimonial; assim, a distorção tolerável de um grupo patrimonial poderá ter valor maior do que o da materialidade na execução da auditoria avaliada como um todo.",Errado,"www.tecconcursos.com.br/questoes/1790988"
3000,"CEBRASPE (CESPE)","AFRE (SEFAZ AL)",2021,"","","Julgue o item que se seguem, a respeito das normas brasileiras de contabilidade de auditoria. Para testes de controles, é necessária projeção explícita dos desvios de amostra, porque a taxa projetada para a amostra é distinta daquela estabelecida para a população como um todo.",Errado,"www.tecconcursos.com.br/questoes/1790991"
3001,"CEBRASPE (CESPE)","ATM (Pref Aracaju)",2021,"","","No que tange à importância da amostragem estatística nos trabalhos da auditoria, assinale a opção correta.",E,"www.tecconcursos.com.br/questoes/1812288"
3002,"CEBRASPE (CESPE)","AFRDF (SEFAZ DF)",2020,"","","Com relação a planos, procedimentos e amostragem de auditoria, julgue o item a seguir. O risco de amostragem em auditoria está associado ao desvio não representativo do desvio existente em uma população.",Errado,"www.tecconcursos.com.br/questoes/1125533"
3003,"CEBRASPE (CESPE)","AFRE (SEFAZ AL)",2020,"","","Tendo em vista o que preconizam as normas de auditoria, julgue o item a seguir. Situação hipotética: Determinado auditor, após realizar conferência de cálculos, concluiu que o saldo da conta de estoques estava relevantemente distorcido, embora o saldo não estivesse efetivamente nessa condição. Assertiva: Nesse caso, o auditor incorreu no risco de aceitação incorreta.",Errado,"www.tecconcursos.com.br/questoes/1144011"
3004,"CEBRASPE (CESPE)","AFRE (SEFAZ AL)",2020,"","","Tendo em vista o que preconizam as normas de auditoria, julgue o item a seguir. A adoção de amostragem em auditoria implica a admissão da existência de diferentes tipos de erros; nos testes de observância, o erro tolerável é o erro monetário máximo no saldo de uma conta.",Errado,"www.tecconcursos.com.br/questoes/1144022"
3005,"CEBRASPE (CESPE)","AFRE (SEFAZ RS)",2019,"","","Em auditoria, o tamanho da amostra é influenciado por vários fatores, mas deve possibilitar que o auditor faça inferências sobre toda a população. Entre esses fatores, aquele que possibilita reduzir o tamanho da amostra é o aumento",A,"www.tecconcursos.com.br/questoes/776565"
3006,"CEBRASPE (CESPE)","ACI (COGE CE)",2019,"","","Considerando o uso de amostragem na realização de testes de controle, o fator que, mantidos todos os demais constantes, acarreta redução do tamanho necessário da amostra a ser realizada é o aumento",E,"www.tecconcursos.com.br/questoes/856274"
3007,"CEBRASPE (CESPE)","ACI (COGE CE)",2019,"","","Ao dividir um conjunto de registros contábeis em diferentes grupos de unidades com características semelhantes, o auditor independente estará utilizando o procedimento de",C,"www.tecconcursos.com.br/questoes/856353"
3008,"CEBRASPE (CESPE)","AJ (STM)",2018,"","","Acerca do controle interno no setor público federal, da auditoria interna e seus papéis de trabalho, julgue o item a seguir. A amostragem não probabilística, apesar de não permitir tratamento estatístico, pode ser utilizada em uma auditoria,propiciando a generalização dos resultados obtidos.",Errado,"www.tecconcursos.com.br/questoes/595687"
3009,"CEBRASPE (CESPE)","PCF",2018,"","","Julgue o item a seguir, relativo aos trabalhos de auditoria e perícia. Na definição do tamanho da amostra que o auditor utilizará para formar sua opinião sobre as demonstrações contábeis da auditada, quanto maior for o valor da distorção esperada na população analisada, maior deverá ser o tamanho da amostra.",Certo,"www.tecconcursos.com.br/questoes/684469"
3010,"CEBRASPE (CESPE)","AJ (TRE BA)",2017,"","","Em um trabalho de asseguração razoável, na revisão dos papéis de trabalho de determinada conta contábil, o auditor supervisor identificou que a conclusão do teste aplicado pelo auditor supervisionado menciona o conjunto completo de dados sobre o qual a amostra foi selecionada e sobre o qual o auditor deseja concluir. Além disso, observou que foram testadas, por amostragem estatística, apenas 15% das transações dessa conta. Assim sendo, o auditor supervisionado extrapolou os limites da amostra ao fazer inferência sobre o todo. A partir da situação apresentada e considerando que na amostragem estatística, mesmo quando se utiliza a abordagem baseada em risco e se testam todas as áreas com alto risco de distorção relevante, o auditor só poderá formar uma opinião sobre aqueles elementos que foram realmente testados, assinale a opção correta.",D,"www.tecconcursos.com.br/questoes/512306"
3011,"CEBRASPE (CESPE)","Cont (DPU)",2016,"","","A respeito do planejamento dos trabalhos de auditoria governamental, da fraude e do erro, dos testes, das técnicas e da amostragem estatística em auditoria, julgue o próximo item. Para reduzir o erro tolerável em uma amostra aleatória simples, é necessário que o auditor também reduza o tamanho da amostra.",Errado,"www.tecconcursos.com.br/questoes/324711"
